years_after_graduation,section_name,group_name,sic_detailed,sex,number_of_graduates,earnings_median
1,Manufacturing,"Manufacture of paints, varnishes and similar coatings, mastics and sealants","Manufacture of paints, varnishes and similar coatings, mastics and sealants",Male,15,23700.0
1,Manufacturing,Manufacture of soap and detergents,Manufacture of soap and detergents,Female,30,31400.0
1,Manufacturing,Manufacture of soap and detergents,Manufacture of soap and detergents,Male,25,28100.0
1,Manufacturing,Manufacture of perfumes and toilet preparations,Manufacture of perfumes and toilet preparations,Female,50,21500.0
1,Manufacturing,Manufacture of perfumes and toilet preparations,Manufacture of perfumes and toilet preparations,Male,20,22800.0
1,Manufacturing,Manufacture of other chemical products n.e.c.,Manufacture of other chemical products n.e.c.,Female,100,25600.0
1,Manufacturing,Manufacture of other chemical products n.e.c.,Manufacture of other chemical products n.e.c.,Male,65,24500.0
1,Manufacturing,Manufacture of basic pharmaceutical products,Manufacture of basic pharmaceutical products,Female,45,27400.0
1,Manufacturing,Manufacture of basic pharmaceutical products,Manufacture of basic pharmaceutical products,Male,40,24100.0
1,Manufacturing,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,Female,190,29600.0
1,Manufacturing,Manufacture of pharmaceutical preparations,Manufacture of pharmaceutical preparations,Male,165,29900.0
1,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles","Manufacture of plastic plates, sheets, tubes and profiles",Female,10,22400.0
1,Manufacturing,"Manufacture of plastic plates, sheets, tubes and profiles","Manufacture of plastic plates, sheets, tubes and profiles",Male,30,25200.0
1,Manufacturing,Manufacture of builders  ware of plastic,Manufacture of builders  ware of plastic,Female,30,22800.0
1,Manufacturing,Manufacture of builders  ware of plastic,Manufacture of builders  ware of plastic,Male,55,21200.0
1,Manufacturing,Manufacture of other plastic products,Manufacture of other plastic products,Female,35,19900.0
1,Manufacturing,Manufacture of other plastic products,Manufacture of other plastic products,Male,45,19700.0
1,Manufacturing,Processing of nuclear fuel,Processing of nuclear fuel,Female,35,35000.0
1,Manufacturing,Processing of nuclear fuel,Processing of nuclear fuel,Male,55,40200.0
1,Manufacturing,Manufacture of metal structures and parts of structures,Manufacture of metal structures and parts of structures,Female,25,24800.0
1,Manufacturing,Manufacture of metal structures and parts of structures,Manufacture of metal structures and parts of structures,Male,70,24100.0
1,Manufacturing,Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,Female,40,28100.0
1,Manufacturing,Manufacture of weapons and ammunition,Manufacture of weapons and ammunition,Male,125,28100.0
1,Manufacturing,Machining,Machining,Female,25,20600.0
1,Manufacturing,Machining,Machining,Male,90,25700.0
1,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Manufacture of other fabricated metal products n.e.c.,Female,25,21900.0
1,Manufacturing,Manufacture of other fabricated metal products n.e.c.,Manufacture of other fabricated metal products n.e.c.,Male,40,24800.0
1,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Female,50,25000.0
1,Manufacturing,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",Male,160,29600.0
1,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Female,35,28500.0
1,Manufacturing,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Male,105,32100.0
1,Manufacturing,Manufacture of lifting and handling equipment,Manufacture of lifting and handling equipment,Female,15,25000.0
1,Manufacturing,Manufacture of lifting and handling equipment,Manufacture of lifting and handling equipment,Male,65,27400.0
1,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of non-domestic cooling and ventilation equipment,Female,10,27400.0
1,Manufacturing,Manufacture of non-domestic cooling and ventilation equipment,Manufacture of non-domestic cooling and ventilation equipment,Male,45,27000.0
1,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Manufacture of other general-purpose machinery n.e.c.,Female,15,23000.0
1,Manufacturing,Manufacture of other general-purpose machinery n.e.c.,Manufacture of other general-purpose machinery n.e.c.,Male,65,25900.0
